Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,P,D,Time,Prop,Energy,Error
-1.4202,-0.094778,2.4919,-0.28857,0.48508,0.79631,0.074999,0.18436,0.014589,4.6075,0.18061,0.021332
2.075,-1.1302,1.2772,-0.29919,0.21592,-0.38166,0.11408,0.2487,0.017367,5.3399,0.12526,0.019029
0.445,-1.3566,1.5425,-0.36451,0.79697,0.16232,0.084633,0.33748,0.019871,4.2407,0.1612,0.032898
2.289,1.5014,-0.47817,0.69844,-0.12486,0.078965,0.14533,0.32177,0.019258,4.6647,0.06592,0.018315
-1.8489,0.054605,1.7844,0.079256,-0.26889,-0.10301,0.060577,0.072608,0.0069775,5.4993,0.14466,0.0079399
-1.3764,-0.71546,0.59562,0.3119,-0.45664,-0.18161,0.20918,0.29873,0.0095517,5.1384,0.087398,0.012117
-2.1862,-1.0883,-1.1714,-0.11521,0.88643,0.32176,0.14738,0.37359,0.0064,5.0017,0.16468,0.01384
2.2065,0.32737,-1.2409,-1.3208,0.30185,0.37587,0.12292,0.30763,0.0070349,4.6133,0.22834,0.022912
0.82194,-0.27031,-1.7601,0.88645,0.37465,-0.18254,0.35992,0.33281,0.011818,3.5966,0.077428,0.0071503
0.97413,0.80033,1.2127,-0.92624,-0.55575,0.38961,0.15676,0.32161,0.0065153,2.6157,0.11068,0.018946
2.6105,-1.4689,1.292,0.25741,0.20587,0.68022,0.10069,0.2432,0.0086134,2.0742,0.039613,0.019254
2.8787,-1.4598,-2.2001,-0.44906,-0.64758,-0.46583,0.15155,0.35771,0.015302,5.181,0.15695,0.019603
0.9319,-1.2576,-1.8702,-0.54497,-0.33717,0.53424,0.21413,0.2662,0.012951,4.781,0.06122,0.0089997
2.6508,-0.98922,-1.1324,-0.49355,-0.40933,-0.21021,0.12789,0.29428,0.016213,4.9223,0.17279,0.020384
-1.0171,0.98889,2.1161,0.94387,0.02853,-0.021921,0.11853,0.30472,0.0091652,5.1383,0.11588,0.020393
-2.5148,-1.152,-2.518,0.38084,1.451,0.77304,0.048739,0.14412,0.0079622,4.3824,0.26587,0.014492
1.7478,0.18885,-2.7123,-0.3089,0.1107,-0.3462,0.16179,0.31317,0.017936,4.8273,0.11814,0.015476
1.0906,-0.76229,-2.1017,-0.81947,0.72972,0.26943,0.39858,0.35501,0.013767,4.6266,0.11789,0.0072734
1.2917,0.44654,0.90034,-0.29128,-0.34393,0.23853,0.12016,0.25917,0.015051,5.1605,0.05979,0.017145
-0.76317,0.69087,2.6313,0.30584,-0.59593,-0.13743,0.066541,0.22591,0.015356,4.8983,0.064462,0.027906
-2.3311,1.0521,0.061625,0.22721,-0.16083,-0.67847,0.050698,0.23764,0.018836,2.7282,0.095674,0.037631
2.1443,-1.0796,0.4647,-0.93755,1.1417,-0.80663,0.085238,0.17661,0.016805,4.9627,0.31008,0.018041
-1.2485,-1.0616,-2.628,0.58727,0.2433,0.26637,0.098437,0.40044,0.0098929,2.8314,0.059634,0.023386
1.7216,-1.0819,0.15168,0.0043841,-0.88563,-0.8038,0.034143,0.18934,0.019005,0.45866,0.14615,0.045752
3.1134,1.3631,-2.6352,1.4449,-0.062266,-0.29023,0.13421,0.42463,0.019988,4.2381,0.29207,0.02676
-1.9425,0.29992,-1.6442,-0.71212,-0.026133,0.59284,0.24193,0.32473,0.017494,3.1135,0.14548,0.011694
-2.8474,0.41483,-0.40665,-0.23056,-0.27819,0.15232,0.072125,0.30818,0.0090535,3.5062,0.09188,0.012257
-0.16155,0.053162,0.30787,1.3421,0.018282,-0.09541,0.18271,0.30507,0.011814,4.8422,0.19824,0.014571
-3.0066,-1.531,0.27574,0.31352,-0.62764,0.20068,0.13976,0.23737,0.0197,3.8832,0.08779,0.01446
-2.4884,1.4323,0.37132,-0.2018,-0.28592,0.27884,0.14609,0.34356,0.0091744,2.784,0.14297,0.019451
-1.6858,-0.78041,-0.076198,-0.23107,0.10982,0.49585,0.19504,0.24398,0.0031637,5.0671,0.048627,0.0086147
0.84382,1.3791,3.1034,0.36934,0.22926,-0.048788,0.068919,0.24753,0.018258,2.3387,0.078711,0.029305
-0.049699,-1.1887,1.4446,-0.36151,-0.0064879,-0.031518,0.091413,0.22499,0.012411,4.8789,0.095986,0.02071
0.46278,-0.46421,1.6305,-0.18411,0.59314,-0.52444,0.08877,0.30976,0.011693,4.983,0.1312,0.02923
1.5485,1.4835,0.10212,-0.52076,-0.76252,-0.36326,0.21514,0.25901,0.012416,5.1611,0.10711,0.0098738
2.1745,0.99771,2.7672,0.070935,-0.025361,-0.50471,0.082517,0.29163,0.007852,4.8139,0.07137,0.009161
-1.6086,-0.84773,2.2015,-0.19184,0.15759,-0.15944,0.11596,0.22723,0.01982,2.5181,0.13047,0.015177
1.0218,0.058685,-0.054202,0.51593,0.10257,0.83553,0.19756,0.25621,0.015685,5.0422,0.10921,0.0096599
3.1306,0.4122,-1.5251,-0.5513,0.065523,0.49177,0.069204,0.24567,0.01734,1.9483,0.12364,0.029159
2.7364,0.30984,-0.17438,-0.7392,0.15277,-1.0511,0.10436,0.19615,0.012075,4.8918,0.18991,0.01591
-2.0722,-1.2451,-3.1053,-0.82499,-0.42326,-0.9951,0.1941,0.25828,0.005381,5.4792,0.42263,0.011477
0.4822,0.013041,-1.9337,-0.09386,0.34289,-0.087858,0.34462,0.20898,0.013679,5.2927,0.036616,0.0051937
0.64567,-0.94418,2.9863,-0.4163,-0.16149,-0.95523,0.12636,0.2337,0.019871,5.2682,0.15079,0.016318
2.8455,1.3052,-0.32602,-1.0515,-0.16737,1.8852,0.031743,0.090371,0.0067404,5.3486,0.31513,0.0087385
2.4419,1.2103,0.25292,-0.38219,-0.033197,0.57483,0.1245,0.23542,0.017197,4.765,0.085558,0.015405
-1.0891,0.98948,1.8699,-0.97108,0.92588,-1.7599,0.027884,0.18398,0.018898,1.2351,0.36577,0.053447
2.4834,0.20349,-1.8629,0.90666,0.1065,0.69925,0.1028,0.25133,0.012062,5.0592,0.1571,0.020347
0.74411,0.79015,1.8657,-0.70711,0.9705,0.2556,0.073901,0.21951,0.012575,4.7873,0.23312,0.023827
1.2717,-0.69502,-1.1949,-0.41859,0.42752,0.49074,0.16233,0.27488,0.013513,2.6325,0.046767,0.012977
2.4859,1.1074,-0.096244,-1.4314,0.83411,1.2103,0.028088,0.25303,0.019998,0.9635,0.34169,0.057344
1.3807,0.52056,0.72317,0.059315,0.31915,-0.40728,0.21498,0.3629,0.0096185,4.526,0.066839,0.015092
1.4487,-0.73603,-2.7047,-1.2107,-0.29733,0.18972,0.13646,0.20681,0.015358,5.386,0.18254,0.012903
2.6445,1.1249,1.6932,0.78546,-0.24364,0.14157,0.14146,0.25713,0.010283,5.2514,0.1115,0.014804
3.073,0.35516,-0.75723,-0.031981,-0.194,-0.065286,0.064134,0.21512,0.016382,4.2853,0.096565,0.027677
-1.3452,-0.20975,2.7914,0.18977,-0.94033,0.61529,0.098455,0.25407,0.017115,4.5215,0.154,0.021921
-2.9549,0.89782,3.073,-0.18617,0.51397,-0.17278,0.12381,0.36806,0.0078098,5.0185,0.081634,0.01828
-2.8082,-1.4464,1.7276,0.38263,0.097399,-1.0639,0.12385,0.22382,0.014531,4.334,0.1281,0.01502
1.8595,-1.4328,-2.7707,0.51142,-0.69214,-0.22321,0.16099,0.27911,0.015992,4.4093,0.10807,0.014033
2.5123,-0.84909,3.0916,0.78617,-1.6327,1.0498,0.038025,0.086355,0.017276,4.9143,0.3926,0.013866
-0.084099,-0.74943,-1.3172,-0.90578,-0.92489,0.41762,0.43094,0.40579,0.012765,3.2843,0.14603,0.0083099
-1.2961,0.30644,-2.669,-0.28022,-0.99319,-0.1102,0.24586,0.31631,0.011039,5.4363,0.1113,0.011264
2.8049,0.97385,-1.0566,-0.53167,0.39602,0.24225,0.1153,0.24656,0.015724,5.2815,0.19339,0.016384
-1.1702,1.2917,-0.75076,0.29224,0.59567,0.42807,0.21671,0.24734,0.0087588,5.1546,0.16107,0.0085458
0.53197,0.19281,-0.7924,0.26,-0.21289,-1.0627,0.35828,0.25162,0.0020345,2.2611,0.078362,0.0039814
0.77878,-0.95581,1.1843,-0.1068,-1.3125,0.34795,0.061238,0.15746,0.018654,4.9225,0.291,0.023953
-2.3525,1.5332,0.86932,-0.25367,0.47622,-0.027892,0.10171,0.25168,0.0089847,3.4573,0.071838,0.020987
1.7817,1.3007,-2.2481,0.14193,-0.69677,-0.62928,0.02788,0.24948,0.019869,0.21201,0.10587,0.078883
-2.6911,0.55327,-1.9113,-0.69099,-0.95947,-0.33693,0.25297,0.33269,0.015666,4.206,0.27241,0.011658
0.42997,-0.79965,0.51919,0.25666,0.013745,0.13171,0.10483,0.2829,0.014985,5.0503,0.044364,0.022442
-1.3212,-0.4187,3.0523,-0.0048215,-0.10455,1.2741,0.19053,0.39511,0.0058421,3.6294,0.27684,0.012541
-1.4273,-0.60974,1.6958,0.41765,-0.46771,-0.19396,0.025259,0.22566,0.019275,0.34369,0.061168,0.054321
1.1013,-0.032797,-2.2281,0.1084,0.20089,-0.25979,0.20473,0.31751,0.016552,4.7585,0.036476,0.012882
2.8258,-1.0824,1.2105,0.28537,-1.0579,0.52325,0.042859,0.2588,0.01991,0.69879,0.11852,0.052697
0.92732,-0.57941,0.15936,1.3898,-0.61784,0.24173,0.07056,0.10228,0.0039493,5.4108,0.29827,0.019125
0.86893,1.0168,1.3852,0.048925,-0.20715,0.029542,0.12861,0.29551,0.017258,4.9109,0.065556,0.018248
-2.6208,1.1409,-0.62414,0.46826,-0.87295,1.0346,0.054319,0.11413,0.015514,4.4882,0.19974,0.016934
-0.51035,1.3655,-2.8482,-0.20472,0.1309,-0.40148,0.11252,0.28646,0.011126,2.7302,0.025292,0.021561
1.8939,-1.4513,-0.094296,-0.21089,-0.54719,-0.76738,0.11697,0.37501,0.015104,4.7991,0.24616,0.027437
-0.4137,-1.4006,-1.1941,0.51717,0.31192,-0.20851,0.15729,0.24643,0.0085673,4.5921,0.050794,0.01162
-2.1232,-0.4299,1.5411,0.22265,0.30778,0.54485,0.31192,0.33661,0.019925,5.342,0.30715,0.0087213
-1.4415,0.52939,-0.020501,0.75187,-0.53021,-0.29676,0.10852,0.21026,0.012525,4.0652,0.12224,0.015573
1.8733,1.1417,-2.713,1.0954,-1.2207,-0.83749,0.085132,0.32221,0.0098387,4.5963,0.46338,0.019753
-1.9766,0.25974,-2.817,0.048621,-0.52304,1.2473,0.18859,0.37289,0.013638,5.1047,0.19843,0.016276
3.1387,0.19253,0.9994,-0.021583,0.89717,1.4302,0.034098,0.10092,0.019993,5.1563,0.232,0.024402
-2.983,-0.95918,2.6245,0.3407,0.45405,0.53145,0.14964,0.41672,0.013215,2.4115,0.082072,0.023536
1.3877,1.0594,2.1969,-0.068407,1.3822,0.51904,0.084476,0.19656,0.019764,5.4517,0.2964,0.019046
-1.9836,1.0245,0.50794,-0.22522,-1.2319,0.67446,0.060861,0.22127,0.013553,2.2119,0.21217,0.027596
3.0453,0.24514,-1.9764,0.20177,0.7667,0.70402,0.082699,0.32628,0.015081,4.1191,0.17855,0.032436
0.6657,-0.96144,-2.9494,0.46282,-0.43194,-0.47134,0.16228,0.35294,0.012729,1.6632,0.056939,0.018147
-2.9952,-0.91265,1.3621,0.73292,-0.67295,0.31946,0.13745,0.34456,0.016013,5.1411,0.13094,0.021747
2.2071,0.020778,2.137,0.02488,0.43432,-0.75507,0.082396,0.20117,0.016707,4.7712,0.19235,0.019398
-0.857,-0.4145,2.7653,-0.62634,0.24343,-0.72709,0.087521,0.22242,0.010158,4.9302,0.1732,0.019856
-1.6094,0.33013,1.5251,0.70335,0.63787,0.19031,0.068393,0.22786,0.0089236,2.8078,0.18861,0.020839
1.9276,-1.1221,2.0769,-0.83851,-0.082032,-0.16885,0.092311,0.34211,0.0094073,4.1647,0.10427,0.024886
-0.48499,1.5442,2.7657,-0.20844,1.7916,-0.72668,0.071474,0.2517,0.016197,1.1541,0.30167,0.029561
1.8446,1.2511,-1.8015,0.44646,0.029698,0.39208,0.093695,0.26172,0.010847,4.6276,0.082044,0.023023
2.9662,1.299,0.77549,0.21837,0.47033,-0.0095571,0.13867,0.26241,0.019994,5.4858,0.06576,0.015064
1.9821,1.444,2.1802,-1.7218,-0.34798,0.15803,0.16058,0.16982,0.014836,5.2919,0.26899,0.0085476
0.83437,-0.7372,0.028412,0.12611,-0.29087,0.020539,0.1462,0.24051,0.012183,4.6617,0.060505,0.014305
-0.49908,0.28861,1.9659,-0.14462,0.86271,-0.31094,0.048932,0.23639,0.014793,0.78676,0.13198,0.042326
0.35773,-1.1772,2.942,-0.12439,1.4593,-0.73672,0.19321,0.44371,0.0072064,4.6027,0.33958,0.018553
-0.62541,0.81515,-0.10184,0.488,-0.017632,1.0133,0.2,0.29756,0.0070613,4.9539,0.12348,0.012313
2.9727,-0.45016,-1.7157,-0.98849,-0.18472,0.5037,0.019213,0.19049,0.019367,2.8413,0.10649,0.025832
0.92139,1.2215,1.0548,-0.17903,1.3101,0.11972,0.1639,0.40664,0.01296,5.017,0.21999,0.020994
2.0766,0.63704,-0.015661,0.01447,0.48792,0.4343,0.20982,0.34554,0.013877,5.1804,0.087846,0.014041
-1.9609,1.4546,-1.4754,0.30203,-0.51941,-0.58645,0.23329,0.46504,0.0050887,5.2809,0.10061,0.012081
1.4983,-0.51863,-0.71529,-0.12888,-0.041591,-1.1081,0.13186,0.24574,0.0069524,3.0167,0.094565,0.014761
-1.2139,-0.89027,3.0858,0.99431,0.48165,-0.27596,0.10774,0.3047,0.0090419,4.425,0.17512,0.022692
1.7733,-1.5389,0.10075,-0.58704,0.37945,-0.81576,0.050167,0.19783,0.019413,4.6244,0.1259,0.031884
2.1854,1.4345,0.88307,0.3196,0.48206,0.0083689,0.14146,0.25563,0.005593,4.6277,0.056649,0.012907
0.7186,1.1393,-1.1019,0.66497,0.99618,-0.1197,0.052905,0.49038,0.019267,0.015189,0.11299,0.074843
-1.6188,-0.81763,2.9515,0.055076,-0.33774,-0.60133,0.097821,0.29615,0.012854,4.4724,0.14289,0.024534
3.0545,1.4612,0.3272,-0.51835,-0.58808,0.37552,0.16406,0.35196,0.016191,5.1854,0.14614,0.018393
2.5621,-1.5604,-0.054411,0.40089,-0.38849,-0.35401,0.25709,0.30595,0.0043183,3.3354,0.32364,0.0096808
-2.8342,1.1984,-2.6293,0.55347,0.35011,-0.37893,0.10912,0.301,0.0067276,5.1876,0.094042,0.0080977
-1.6713,-0.93034,-1.4631,0.65193,0.1731,0.61353,0.18262,0.30695,0.0040596,5.1048,0.074696,0.010022
-1.9247,-0.65163,-0.021341,-0.67492,0.20703,1.3236,0.1244,0.24934,0.0047818,5.0527,0.13209,0.0071508
-3.1282,0.30732,-2.1942,-0.70866,-0.0684,0.33917,0.072029,0.24895,0.01544,4.8229,0.12284,0.028299
1.5243,1.3409,-2.058,0.10768,0.22735,0.79038,0.037465,0.24293,0.018491,1.2877,0.069704,0.047604
-0.65862,-0.13877,-1.9861,-0.57351,0.39075,0.37202,0.28679,0.38335,0.0042175,5.2368,0.066658,0.0103
-1.2383,0.084594,1.6885,0.69074,0.022506,-0.0085031,0.082062,0.23386,0.016312,5.047,0.15948,0.023331
-0.62909,0.28643,2.3831,0.20489,0.60368,0.76623,0.031615,0.28136,0.018041,2.0658,0.089208,0.032393
-1.4114,-0.4379,-2.8313,1.0376,-0.28021,0.21049,0.26552,0.48712,0.0044663,5.184,0.15658,0.0058568
-2.8127,-1.4751,0.21491,-0.35604,0.63633,-0.020139,0.1066,0.28465,0.015665,3.8936,0.086865,0.020042
-1.9175,-0.0067952,-0.10123,-1.6081,-1.2513,-1.31,0.21078,0.34993,0.0092691,1.6354,0.42709,0.015317
-1.7032,-0.47773,1.4366,-0.22354,0.095196,0.13803,0.1326,0.30828,0.01458,4.7709,0.086039,0.018906
2.6018,-0.14342,-0.96039,0.71749,0.25002,0.28544,0.057104,0.24349,0.015994,2.0999,0.095125,0.033555
-2.2275,0.63052,3.0708,0.68134,-0.59448,-1.0215,0.09546,0.25188,0.0051685,4.6422,0.12038,0.0067389
0.13722,0.40192,2.6582,0.72447,-1.2279,-0.6479,0.084184,0.17613,0.012161,4.6619,0.24472,0.015433
1.1695,1.4532,-2.7272,-0.89141,-0.096831,-0.057773,0.070513,0.25361,0.0088955,4.9655,0.15933,0.025314
-1.7427,-0.19917,2.8604,-0.10009,0.24335,0.61956,0.082194,0.49814,0.013089,4.7812,0.1046,0.022915
-2.0643,1.0374,-3.0066,-0.22412,-1.0534,-0.37745,0.16774,0.26236,0.01654,4.4418,0.11529,0.012843
-0.72715,0.50598,0.21919,1.1259,0.076206,-0.33157,0.080425,0.49021,0.015634,0.53565,0.11793,0.049966
0.8328,-0.85798,-2.7215,-0.064354,-1.7442,0.92535,0.24799,0.36689,0.0090002,5.0375,0.34867,0.012802
0.22435,0.80143,-2.7313,-0.37099,-0.52938,0.86433,0.35574,0.46489,0.0052787,5.0363,0.18328,0.010644
-1.2753,1.3009,2.8217,-0.56466,-0.039898,-1.002,0.25859,0.41207,0.017137,4.9389,0.094911,0.014237
1.0529,0.5768,-1.0239,1.143,0.4445,-0.020981,0.4518,0.46691,0.0044975,5.6887,0.13029,0.0086254
-0.36988,-0.63781,1.3978,0.11413,0.30796,0.88701,0.073946,0.22514,0.011121,3.4325,0.10619,0.026438
1.9777,-0.3767,1.2274,-0.98088,-0.16219,0.064083,0.070077,0.38407,0.015304,3.4498,0.1314,0.056571
-1.6446,0.99174,-2.5908,-0.31466,0.27806,0.14097,0.14328,0.2881,0.0066915,2.5991,0.042325,0.016582
2.6434,0.40548,-2.0696,0.13459,-0.44527,0.87725,0.080597,0.12855,0.018377,5.1217,0.26041,0.012686
2.7233,0.78925,-3.0684,-0.34878,-1.4586,0.86831,0.044782,0.10612,0.0058976,4.4575,0.26059,0.010537
1.2513,0.75029,-1.6265,-0.56252,0.26972,-0.26099,0.1626,0.3241,0.018862,1.6364,0.056104,0.015803
1.2143,1.3203,-0.8589,-1.0302,-0.069004,-0.11721,0.18601,0.29812,0.0097617,5.4582,0.1242,0.013197
2.7483,0.0036113,2.8909,-0.051397,0.26638,0.11394,0.040574,0.26229,0.019962,0.29091,0.049086,0.05665
1.9494,1.1889,-1.3177,0.69609,-0.32955,0.028698,0.070496,0.24788,0.019815,1.2659,0.060856,0.030014
-0.81173,0.62143,-0.45675,-0.52757,-0.26522,0.58127,0.23084,0.30707,0.0032882,3.3701,0.051686,0.0094898
0.41024,-0.50485,-1.3867,-0.44849,-0.18184,0.88114,0.34532,0.28765,0.0020502,1.6171,0.068583,0.0056547
0.11348,-0.51963,-0.18686,0.11004,0.22804,-0.037364,0.19129,0.32447,0.018252,1.2475,0.016359,0.014295
-1.1416,-0.88276,1.5575,0.13124,0.42139,-0.61157,0.10805,0.25767,0.015323,4.8076,0.11041,0.01905
0.24341,0.19101,2.5303,-0.63863,-0.22172,0.23255,0.11235,0.20425,0.019832,5.005,0.18924,0.015734
-0.18028,-0.57263,1.8309,0.50844,-0.90298,0.67637,0.073202,0.26641,0.014298,1.9415,0.21168,0.029457
0.61299,-0.70167,0.46696,0.96893,1.1199,-0.92781,0.049501,0.23095,0.013023,0.20825,0.21997,0.027547
-1.8867,-0.53373,-3.0795,0.11218,0.33274,0.96295,0.067107,0.10932,0.0054021,5.0389,0.21108,0.010478
-0.066942,0.9963,-1.0644,-0.22929,-0.47569,-1.6734,0.4271,0.20982,0.012086,4.9552,0.17207,0.004578
1.9838,0.38263,-1.915,0.1123,0.016923,1.2814,0.091599,0.28122,0.019765,4.4611,0.1475,0.026276
2.9043,0.77145,-2.0673,0.077937,-0.23559,-0.030123,0.096836,0.32361,0.0076794,4.6592,0.12185,0.013982
2.4773,1.2102,1.2418,0.0033399,-0.49173,-0.02662,0.17313,0.25607,0.014512,5.1956,0.067557,0.01242
-1.3172,1.1455,-0.62362,-1.3275,-0.1606,0.91816,0.18102,0.21259,0.012629,5.6085,0.20773,0.011124
-0.35193,1.3061,-0.4025,-0.12434,0.84437,-0.40452,0.15404,0.31456,0.0050654,4.6734,0.090544,0.0086109
2.6167,0.78438,-1.154,0.080884,0.014378,-0.60776,0.10086,0.2308,0.013143,5.3607,0.1053,0.018726
-2.0788,-1.5462,0.42943,-0.13724,0.10551,0.15882,0.17664,0.22525,0.0051948,1.6322,0.043573,0.010725
2.1303,1.3743,-1.4326,-0.98291,-0.26063,0.1605,0.14726,0.3207,0.010095,5.0329,0.28728,0.018374
-1.6913,-0.037487,1.8423,0.5294,0.49841,0.58108,0.1052,0.33061,0.014916,5.1917,0.22173,0.025813
-2.7538,-1.0912,2.9467,1.164,0.38891,0.71718,0.1694,0.45387,0.01946,5.1273,0.25204,0.023316
2.2118,0.35064,-1.2494,-0.12921,-0.084409,-0.2541,0.075739,0.22498,0.0098505,2.4504,0.043435,0.028963
-1.5785,0.32208,2.4135,-0.56581,0.26484,-0.38368,0.083184,0.36222,0.015247,0.9483,0.10183,0.036526
1.2957,1.0854,-0.40032,-0.33837,0.27515,-1.1067,0.21242,0.18716,0.015811,3.5061,0.082579,0.0070859
2.8299,0.6204,-0.28573,-0.14088,-1.0686,0.31581,0.039,0.28781,0.019908,1.085,0.1346,0.053453
-2.7064,-0.1418,-1.3258,0.15984,0.80483,0.00032571,0.10969,0.32368,0.0074948,4.7272,0.21871,0.019681
-1.2888,-0.40854,1.3726,0.87616,0.62515,0.14695,0.12827,0.3137,0.0086041,4.6652,0.20693,0.022732
2.091,-1.5139,3.037,-0.082869,-0.94477,-0.010606,0.1561,0.2597,0.015153,4.0966,0.12014,0.014157
1.5951,-0.2899,1.234,-0.76246,1.1601,-0.20352,0.09629,0.16953,0.011901,5.3327,0.26463,0.012199
2.865,1.469,-3.0888,-0.018043,0.13923,0.29655,0.11666,0.24661,0.015503,4.4223,0.062058,0.018437
-0.18942,-1.1929,0.88328,-0.32334,0.022894,0.75128,0.09834,0.33676,0.018351,1.4079,0.063084,0.028455
-1.3388,1.4016,-2.8331,-0.12549,-1.0595,-0.25138,0.21672,0.24039,0.0054687,4.1729,0.13573,0.0097078
0.033374,0.43804,2.2183,-0.093895,-0.021214,-1.4266,0.078586,0.19747,0.019968,5.4604,0.23275,0.019264
1.4708,0.3482,-0.13416,0.43373,0.04489,-0.30981,0.11947,0.22832,0.013804,2.7393,0.03716,0.014599
-1.2209,1.4481,0.76817,-0.1035,-0.26222,0.078676,0.074879,0.2298,0.0099964,5.1961,0.11057,0.025631
-2.6632,1.5046,-1.7263,0.36148,-0.1594,-0.38157,0.16633,0.45502,0.0066957,1.1125,0.11093,0.01482
-0.52989,0.77413,0.0085865,0.53992,-1.0467,-0.52576,0.13856,0.34176,0.019771,1.083,0.13478,0.021362
-1.5677,0.56129,-0.58345,-0.72293,0.94132,0.55126,0.24186,0.43662,0.0046394,4.7423,0.15973,0.010892
-1.6853,-0.33888,2.7166,-0.76768,-0.23525,0.27676,0.05291,0.24781,0.011517,4.8948,0.14288,0.033824
0.042693,-0.68307,-2.7389,0.41189,-1.1587,-0.088894,0.14758,0.24396,0.0080733,3.1693,0.14344,0.013677
2.5119,-0.50577,0.1265,-0.35075,-0.012726,-0.19904,0.037404,0.27282,0.019381,0.93669,0.044688,0.067961
0.68769,-0.26176,0.32969,0.63749,-0.17875,-0.14193,0.1518,0.25454,0.011461,2.9663,0.084684,0.01222
1.0474,-1.0105,-1.9743,-0.35695,0.31875,0.18909,0.14072,0.27788,0.013334,0.3898,0.023756,0.016497
-1.1809,1.0507,0.52743,0.20028,-0.23809,-0.46984,0.10335,0.32594,0.0078071,3.6374,0.10507,0.021634
0.46172,1.0765,-2.1118,-0.98247,-0.73455,0.39102,0.21872,0.37386,0.0087172,4.8566,0.18884,0.014044
1.2031,0.091126,-1.1834,-0.66597,0.056218,0.37236,0.18442,0.30585,0.014239,1.6855,0.060201,0.013479
-2.4092,-0.16932,0.78535,0.41733,0.15819,0.36098,0.13246,0.32612,0.017028,5.1872,0.12169,0.021063
-2.0639,-0.45655,-1.0974,-0.57673,-0.039178,-0.06337,0.14032,0.3352,0.0054632,4.9309,0.079665,0.0088521
0.42599,-0.46778,-0.26284,-0.32439,-0.038063,-0.82345,0.2054,0.2516,0.0054563,5.022,0.058607,0.0093167
-2.9919,1.5268,-1.9207,-0.77739,0.052278,-0.065982,0.23798,0.46177,0.0066945,4.7472,0.17017,0.015764
1.475,0.45133,1.1871,-0.46519,0.78304,1.4719,0.030833,0.081401,0.019669,1.111,0.25636,0.017561
-1.0243,0.42922,-1.3656,0.013487,-0.55047,-0.69634,0.46451,0.46488,0.0022342,3.9938,0.053767,0.0017492
0.7922,-0.60222,1.1859,0.7491,0.6366,-0.39712,0.11197,0.26316,0.007812,5.27,0.21823,0.019016
2.0843,1.2529,0.85238,0.49231,1.4748,0.1454,0.22322,0.34006,0.0040896,5.1156,0.27117,0.007701
-2.0112,-0.86838,-0.047077,-1.0975,-0.70328,-1.0059,0.14766,0.30056,0.0092461,5.2155,0.22512,0.016032
0.58975,1.3743,-2.6793,0.84774,-1.6279,-0.088444,0.16957,0.47082,0.017708,4.0019,0.36855,0.024196
-0.48377,0.23054,2.994,-0.62242,0.72754,-0.46631,0.098891,0.4802,0.010302,0.20552,0.11727,0.054107
-2.8274,0.14179,-2.2529,0.24567,0.17694,0.30538,0.1599,0.47225,0.0076155,4.4289,0.1596,0.011101
-2.132,1.4266,-2.7735,-0.40731,-0.6124,0.037749,0.19322,0.22848,0.017837,4.2049,0.070103,0.010589
2.1263,-0.2533,-2.3638,0.24663,-0.45226,0.97071,0.11291,0.32466,0.016163,2.3812,0.11895,0.02255
-2.8941,-0.12329,-0.1813,-0.21382,0.6813,0.87319,0.048049,0.20322,0.013234,1.4683,0.15382,0.036929
-0.7117,-0.037446,-0.033471,0.60721,-0.050395,0.16392,0.18099,0.39112,0.019753,1.2242,0.042642,0.018357
2.5275,1.0119,2.4786,-0.071782,-1.7579,-0.33994,0.17251,0.2581,0.015735,5.1966,0.30997,0.012026
1.5301,0.53473,0.31404,0.045534,-0.47041,-0.73201,0.19714,0.35981,0.019987,3.3386,0.062249,0.014117
2.5777,-0.64247,0.5486,0.17736,-0.44458,-0.38473,0.08989,0.24054,0.019376,3.2892,0.15722,0.023046
-0.57818,-0.29899,-1.5451,-0.67818,0.73699,-0.59989,0.13353,0.26351,0.0049585,2.4152,0.10735,0.01065
1.3086,-0.82996,-1.687,-0.42263,-0.73024,0.83937,0.06634,0.4275,0.013514,0.069544,0.097385,0.091714
1.5308,0.068588,0.038699,-0.13041,0.5061,-0.047919,0.1746,0.27704,0.010689,5.4128,0.058605,0.013248
-0.49552,-0.013243,-1.8005,-0.43312,1.2053,-0.99811,0.37819,0.3997,0.0029735,4.7138,0.21114,0.007203
-0.47598,0.49057,-1.4775,0.26547,-0.14978,-0.61669,0.39624,0.15065,0.003696,5.377,0.047208,0.0038973
-0.55719,-0.071104,1.4444,0.67303,0.30615,0.60953,0.025169,0.23711,0.019205,4.645,0.08958,0.04579
2.689,-0.87084,2.252,0.33132,0.45276,-0.29809,0.13577,0.34037,0.018449,5.5354,0.075572,0.02037
-1.6876,-1.3022,-2.7745,0.0051891,0.10075,-0.29706,0.089078,0.35447,0.012425,4.7688,0.11788,0.031165
-0.017485,0.21672,0.53574,0.77995,1.5198,-0.22222,0.15663,0.3933,0.008906,5.2553,0.2925,0.019572
-2.8308,1.3348,-2.2859,-0.2891,0.49985,-0.30733,0.15918,0.35175,0.0057929,5.3893,0.10242,0.011804
0.77275,1.3783,2.8012,-0.96347,1.0615,1.1199,0.016047,0.086358,0.014714,2.5391,0.27737,0.05566
